customer_id,home_loan_flag,car_loan_flag,education_loan_flag,personal_loan_flag,business_loan_flag,gold_loan_flag,loan_amount,emi_amount,foir,outstanding_balance,loan_tenure_months,repayment_status,dpd_bucket,foreclosure_flag,topup_loan_flag,has_any_loan
CUST000023,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000024,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000025,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,61-90,0,0,0
CUST000026,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,31-60,0,0,0
CUST000027,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000028,0,0,0,0,0,1,183122.79,9950.44,0.3024,62595.76,24,regular,0,0,0,1
CUST000029,0,0,0,0,0,1,72441.72,3863.88,0.1394,45656.86,18,regular,0,0,1,1
CUST000030,0,0,0,1,0,0,10000.0,349.38,0.0317,8438.36,24,regular,0,0,0,1
CUST000031,0,0,0,1,0,0,10000.0,327.79,0.006,3440.22,12,regular,0,0,0,1
CUST000032,0,1,0,0,0,0,129423.87,2782.41,0.1072,61033.35,60,regular,0,0,0,1
CUST000033,0,0,0,0,0,1,186955.97,9904.43,0.2149,162878.91,18,default,61-90,0,0,1
CUST000034,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,90+,0,1,0
CUST000035,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000036,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000037,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000038,0,1,0,1,0,0,907840.97,19426.73,0.4001,597446.32,60,regular,0,0,0,1
CUST000039,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,90+,0,0,0
CUST000040,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,61-90,0,0,0
CUST000041,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000042,0,0,0,0,0,1,104147.52,5701.47,0.1817,63081.71,24,regular,0,0,1,1
CUST000043,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000044,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000045,0,0,0,1,0,0,235491.6,8357.38,0.258,104931.76,12,regular,0,0,0,1
CUST000046,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,1,0
CUST000047,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,90+,0,0,0
CUST000048,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,90+,0,0,0
CUST000049,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000050,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,0,0
CUST000051,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,0,0
CUST000052,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000053,0,0,0,0,0,1,168010.81,9583.2,0.5043,34670.52,24,delayed,1-30,0,1,1
CUST000054,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000055,0,0,0,1,0,1,168750.57,9294.71,0.8096,123514.49,12,regular,0,0,0,1
CUST000056,0,0,0,0,0,1,206812.77,11604.22,0.4808,41495.22,6,regular,0,0,0,1
CUST000057,0,0,0,0,0,1,191995.16,11083.95,0.3155,155031.61,6,default,61-90,0,0,1
CUST000058,0,0,0,1,0,0,275010.78,9542.11,0.7763,170208.44,36,regular,0,0,0,1
CUST000059,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,90+,0,1,0
CUST000060,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000061,0,1,0,0,0,0,100000.0,2180.32,0.0731,51443.11,84,delayed,31-60,0,0,1
CUST000062,0,0,0,0,0,1,117275.67,6438.56,0.1309,104137.51,18,delayed,1-30,0,0,1
CUST000063,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000064,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000065,0,0,0,1,0,0,275265.91,9684.42,0.3503,151653.18,36,regular,0,0,0,1
CUST000066,0,0,0,0,0,1,365600.16,20749.6,1.6261,195119.56,24,default,61-90,0,0,1
CUST000067,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000068,0,0,0,0,0,1,81630.04,4537.66,0.8528,32753.35,6,regular,0,0,0,1
CUST000069,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,90+,0,1,0
CUST000070,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,31-60,0,1,0
CUST000071,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000072,0,0,0,1,0,0,10000.0,346.32,0.024,3476.42,24,regular,0,0,0,1
CUST000073,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,0,0
CUST000074,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,1,0,0
CUST000075,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,0,0
CUST000076,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,1,0
CUST000077,0,1,1,0,0,0,519669.04,11982.27,0.2086,152046.37,60,regular,0,0,1,1
CUST000078,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,1-30,0,0,0
CUST000079,0,0,0,1,0,0,36117.93,1260.5,0.1648,5717.57,24,regular,0,0,0,1
CUST000080,0,0,0,0,0,1,94124.96,5269.07,0.1409,48429.46,6,regular,0,0,0,1
CUST000081,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000082,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000083,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,31-60,0,0,0
CUST000084,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,61-90,0,0,0
CUST000085,0,0,0,0,0,1,275651.2,15781.27,0.1645,78008.32,24,default,61-90,0,0,1
CUST000086,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000087,0,0,0,0,0,1,52005.27,2822.91,0.0942,45178.96,12,delayed,1-30,0,0,1
CUST000088,0,0,0,1,0,0,544142.67,19237.47,0.1817,121953.76,24,regular,0,0,0,1
CUST000089,0,0,0,1,0,0,259652.24,8640.25,1.4622,65459.89,48,regular,0,0,0,1
CUST000090,0,0,0,0,0,1,144052.07,8134.13,0.2589,92994.44,6,default,61-90,0,0,1
CUST000091,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000092,0,0,0,0,0,1,162017.79,9117.73,0.1867,68780.19,18,delayed,31-60,0,1,1
CUST000093,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,31-60,0,0,0
CUST000094,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,90+,0,1,0
CUST000095,0,0,0,1,0,0,10000.0,355.47,0.0223,3011.87,12,regular,0,0,0,1
CUST000096,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,1,0
CUST000097,0,1,0,0,0,1,374666.06,7891.86,0.1318,325278.33,60,regular,0,0,0,1
CUST000098,0,0,0,0,0,1,116032.67,6390.06,0.2786,11710.26,6,regular,0,0,0,1
CUST000099,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,0,0
CUST000100,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,61-90,0,0,0
CUST000101,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,31-60,0,1,0
CUST000102,0,0,0,1,0,0,362912.54,12077.07,0.234,109756.72,48,regular,0,0,0,1
CUST000103,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,31-60,0,1,0
CUST000104,0,0,0,0,0,1,264606.09,13864.86,0.128,162839.64,24,default,61-90,0,0,1
CUST000105,0,0,0,0,0,1,10000.0,574.93,0.075,6441.37,12,default,61-90,0,0,1
CUST000106,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,1-30,0,0,0
CUST000107,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,31-60,0,1,0
CUST000108,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,1,0
CUST000109,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,1,0,0
CUST000110,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,1,0
CUST000111,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000112,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,90+,0,0,0
CUST000113,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,1,0
CUST000114,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,0,0
CUST000115,0,1,0,0,0,0,351642.68,7542.66,0.5339,86868.96,36,regular,0,0,0,1
CUST000116,0,0,0,0,0,1,128713.89,7349.03,0.2619,21887.39,24,default,90+,0,0,1
CUST000117,0,0,0,0,0,1,226832.62,12851.94,0.3299,144852.16,12,regular,1-30,0,0,1
CUST000118,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,31-60,0,0,0
CUST000119,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,0,0
CUST000120,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,1-30,0,0,0
CUST000121,0,0,0,1,0,0,298609.59,10198.92,0.3858,254147.18,12,regular,0,0,0,1
CUST000122,0,1,0,0,0,0,100000.0,2194.5,0.2111,79692.5,60,regular,0,0,0,1
CUST000123,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,90+,0,0,0
CUST000124,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000125,0,0,0,0,0,1,39603.07,2209.37,0.4414,24824.1,6,regular,0,0,0,1
CUST000126,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000127,0,0,0,0,0,1,162488.79,8965.67,0.2931,135797.06,24,regular,0,0,1,1
CUST000128,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,1,1,0
CUST000129,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,31-60,0,0,0
CUST000130,0,0,0,0,0,1,10000.0,536.43,0.0403,7726.63,12,default,90+,0,0,1
CUST000131,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,1,0
CUST000132,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000133,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000134,0,0,0,0,0,1,10000.0,538.13,0.0184,4214.53,18,regular,0,0,0,1
CUST000135,0,0,0,0,0,1,95651.63,5155.63,0.1583,65107.95,12,regular,1-30,0,0,1
CUST000136,0,0,0,1,0,1,185661.9,10289.71,0.2308,25614.33,6,regular,0,0,0,1
CUST000137,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000138,0,0,0,1,0,0,10000.0,341.09,0.0129,7741.25,24,regular,0,0,0,1
CUST000139,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000140,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,31-60,0,0,0
CUST000141,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000142,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,90+,0,0,0
CUST000143,0,0,0,0,0,1,10000.0,560.98,0.0296,8083.98,18,regular,0,0,0,1
CUST000144,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,61-90,0,0,0
CUST000145,0,0,0,0,0,1,181704.68,10277.62,0.2407,21463.71,6,default,90+,0,0,1
CUST000146,0,0,0,0,0,1,161957.52,9014.8,0.114,111970.46,6,regular,0,0,0,1
CUST000147,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,61-90,0,0,0
CUST000148,0,1,0,0,0,0,2070713.68,47526.13,0.1172,998682.64,36,regular,0,0,1,1
CUST000149,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,90+,1,0,0
CUST000150,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,31-60,0,1,0
CUST000151,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,1-30,0,0,0
CUST000152,0,0,0,0,0,1,10000.0,572.32,0.0498,3719.51,6,default,90+,0,0,1
CUST000153,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,1-30,0,1,0
CUST000154,0,1,0,0,0,0,362408.23,7788.47,0.7654,227521.14,36,regular,0,1,0,1
CUST000155,0,0,0,0,0,1,288110.91,16364.02,0.4866,53707.51,6,default,61-90,0,0,1
CUST000156,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,1,0,0
CUST000157,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,0,0
CUST000158,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,1,0
CUST000159,0,0,0,0,0,1,205493.39,10895.22,0.2952,95491.09,12,default,61-90,0,1,1
CUST000160,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,1-30,0,1,0
CUST000161,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,0,0
CUST000162,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,1-30,0,0,0
CUST000163,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,0,0
CUST000164,0,0,0,1,0,0,288556.99,9659.2,0.169,245368.54,24,regular,0,0,1,1
CUST000165,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,31-60,0,0,0
CUST000166,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000167,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,61-90,0,0,0
CUST000168,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,90+,0,0,0
CUST000169,0,0,0,1,0,0,212877.13,6894.4,0.9653,36907.92,36,regular,0,0,0,1
CUST000170,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,1,0
CUST000171,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,1,0
CUST000172,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000173,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,0,0
CUST000174,0,0,0,1,0,0,207405.05,7191.68,0.2687,31094.97,12,regular,0,0,0,1
CUST000175,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,0,0
CUST000176,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,31-60,0,0,0
CUST000177,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000178,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,31-60,0,0,0
CUST000179,0,0,0,0,0,1,50227.52,2821.67,0.1321,43927.43,24,regular,0,0,0,1
CUST000180,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,61-90,0,0,0
CUST000181,1,0,0,0,0,0,7392407.96,60708.64,0.4833,6456807.19,240,regular,0,0,1,1
CUST000182,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,90+,0,0,0
CUST000183,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,61-90,0,0,0
CUST000184,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000185,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,1-30,1,0,0
CUST000186,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,90+,0,0,0
CUST000187,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,1,1,0
CUST000188,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,1,0
CUST000189,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,61-90,0,0,0
CUST000190,0,0,0,1,0,1,82073.53,4737.69,0.218,62970.21,24,regular,0,0,0,1
CUST000191,0,0,0,0,0,1,162279.64,8497.76,0.1992,131674.26,24,default,90+,0,1,1
CUST000192,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000193,0,0,0,0,0,1,47630.39,2582.26,0.0689,20981.7,6,default,61-90,0,0,1
CUST000194,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,1,0,0
CUST000195,0,0,0,0,0,1,416607.67,22186.4,0.2221,85400.58,12,regular,0,1,1,1
CUST000196,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,90+,0,0,0
CUST000197,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,1,0
CUST000198,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,1,0
CUST000199,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,0,0
CUST000200,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,90+,0,0,0
CUST000201,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,1,0
CUST000202,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,90+,0,1,0
CUST000203,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,61-90,0,1,0
CUST000204,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,1-30,0,0,0
CUST000205,0,0,0,1,0,0,26784.53,869.57,0.0882,23508.7,36,regular,0,0,1,1
CUST000206,0,1,0,0,0,0,1508566.72,31936.65,0.4031,745755.7,36,delayed,31-60,0,0,1
CUST000207,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,31-60,0,0,0
CUST000208,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,61-90,0,0,0
CUST000209,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,31-60,0,0,0
CUST000210,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,0,0
CUST000211,0,0,0,0,0,1,122664.36,6961.72,0.3668,62807.53,12,regular,0,0,0,1
CUST000212,0,0,0,0,0,1,243078.74,13519.31,0.2526,149671.92,18,default,61-90,0,0,1
CUST000213,0,0,1,0,0,0,410684.13,5095.39,0.1167,215253.38,60,regular,0,0,0,1
CUST000214,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,0,0
CUST000215,0,0,0,0,0,1,14971.97,786.05,0.0539,9133.53,24,default,90+,0,0,1
CUST000216,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,0,0
CUST000217,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000218,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,0,0
CUST000219,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,1,0
CUST000220,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,1,0
CUST000221,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,90+,0,1,0
CUST000222,0,1,0,0,0,1,1317370.73,30045.75,0.268,359818.28,60,regular,0,0,0,1
CUST000223,0,0,0,1,0,0,218389.97,7785.45,0.3366,88702.64,36,regular,0,0,0,1
CUST000224,0,0,0,1,0,1,39851.41,2186.71,0.1752,24390.68,24,regular,0,0,0,1
CUST000225,0,0,0,0,0,1,116164.49,6697.59,0.2112,93473.59,24,default,90+,0,0,1
CUST000226,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,1,0
CUST000227,0,1,0,0,0,0,691143.77,15722.02,0.6974,83418.69,60,regular,0,0,0,1
CUST000228,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000229,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,90+,0,0,0
CUST000230,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,61-90,0,0,0
CUST000231,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000232,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000233,0,0,0,1,0,0,10000.0,338.33,0.0141,4402.58,36,regular,0,0,0,1
CUST000234,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,61-90,0,0,0
CUST000235,0,0,0,0,0,1,65871.31,3641.33,0.4953,49671.1,12,regular,0,0,0,1
CUST000236,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,31-60,0,0,0
CUST000237,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,1,0
CUST000238,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,61-90,0,0,0
CUST000239,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,1,0,0
CUST000240,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000241,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,0,0
CUST000242,0,0,0,0,0,1,215925.97,11296.66,0.2378,118637.74,12,delayed,31-60,0,1,1
CUST000243,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,90+,0,0,0
CUST000244,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,90+,0,1,0
CUST000245,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,1-30,0,0,0
CUST000246,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,31-60,0,1,0
CUST000247,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000248,0,0,0,1,0,0,333165.16,11213.88,0.2678,91044.63,36,regular,0,0,0,1
CUST000249,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,90+,0,0,0
CUST000250,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000251,0,0,0,0,0,1,26746.41,1440.69,0.073,10385.99,18,regular,1-30,0,0,1
CUST000252,0,0,0,0,0,1,49640.84,2757.91,0.2203,6749.4,18,regular,0,0,1,1
CUST000253,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000254,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,31-60,0,0,0
CUST000255,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000256,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,61-90,0,0,0
CUST000257,0,0,0,0,0,1,178320.77,9930.18,0.3084,144346.55,12,default,61-90,0,0,1
CUST000258,0,0,0,0,0,1,85834.86,4584.92,0.126,64927.95,6,delayed,31-60,0,0,1
CUST000259,0,0,0,0,0,1,166197.12,9094.78,0.2396,129242.16,6,regular,0,0,0,1
CUST000260,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,0,0
CUST000261,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000262,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,61-90,0,0,0
CUST000263,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000264,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,1-30,0,0,0
CUST000265,0,0,0,0,0,1,10000.0,547.26,0.041,6271.53,18,default,90+,0,1,1
CUST000266,0,0,0,0,0,1,10000.0,554.24,0.0461,6237.09,12,default,90+,0,0,1
CUST000267,0,1,0,0,0,1,1233579.03,27889.45,0.5768,1000677.81,48,regular,0,0,0,1
CUST000268,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000269,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,31-60,0,0,0
CUST000270,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000271,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,90+,0,0,0
CUST000272,0,0,0,1,0,0,214939.15,7432.7,0.1907,118261.54,24,regular,0,0,0,1
CUST000273,0,0,0,0,0,1,126308.67,7080.91,0.2838,53922.5,18,delayed,1-30,0,0,1
CUST000274,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000275,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,regular,0,0,0,0
CUST000276,0,1,0,0,0,0,100000.0,2196.97,0.1313,26929.45,48,regular,0,0,0,1
CUST000277,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,default,61-90,0,0,0
CUST000278,0,0,0,0,0,1,71452.96,3989.24,0.3788,15022.09,6,default,61-90,0,0,1
CUST000279,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,delayed,31-60,0,0,0
