customer_id,recommended_product,clv_tier,cibil_score,confidence_pct,top1_feature,top1_shap,top1_value,top2_feature,top2_shap,top2_value,top3_feature,top3_shap,top3_value,top_blocker_feature,top_blocker_shap
CUST012574,insurance,normal,569,100.0,default_history_flag,4.1736,1.0,bureau_x_writeoff,1.4325,8.0,is_blocked,0.8468,1.0,is_retired,-0.2879
CUST017366,credit_card,elite,852,99.7,digital_credit_ready,2.0235,1.0,tier1_city,1.2937,1.0,clv_tier_enc,0.5815,1.0,prime_home_age,-0.2839
CUST015391,insurance,normal,839,100.0,is_retired,7.1752,1.0,occupation_enc,0.4307,2.0,high_saver,0.2152,1.0,top2_risk_percentage,-0.3212
CUST009888,insurance,normal,798,100.0,insurance,0.915,0.0,affluent,0.7691,1.0,high_saver,0.7288,1.0,is_retired,-0.4895
CUST005815,insurance,normal,765,99.9,is_retired,7.6726,1.0,occupation_enc,0.64,2.0,foir_x_cibil,0.2219,0.6543,insurance,-0.4721
CUST002557,credit_card,normal,787,97.8,digital_credit_ready,1.6178,1.0,prime_home_age,0.6875,0.0,is_self_employed,0.2668,0.0,online_spend_ratio,-0.336
CUST012694,consumer_durable,normal,841,80.6,ecommerce_to_spend_ratio,1.48,0.1614,online_spend_ratio,0.8919,0.1615,digital_credit_ready,0.1273,0.0,income_group_ord,-0.6671
CUST000736,credit_card,elite,822,98.2,digital_credit_ready,1.8838,1.0,clv_tier_enc,0.8609,1.0,is_premium,0.7305,1.0,prime_home_age,-0.5388
CUST008846,credit_card,super_hni,851,100.0,digital_credit_ready,1.8261,1.0,is_premium,0.6275,1.0,clv_tier_enc,0.3438,2.0,tier1_city,-0.1747
CUST017376,insurance,normal,630,100.0,default_history_flag,4.4028,1.0,is_blocked,1.0952,1.0,repayment_status_ord,0.7454,0.0,is_retired,-0.3292
CUST005175,consumer_durable,normal,692,100.0,ecommerce_to_spend_ratio,1.2109,0.178,income_group_ord,1.0846,2.0,online_spend_ratio,0.5013,0.178,top2_confidence_score,-0.1827
CUST003104,home_loan,normal,793,99.9,prime_home_age,2.1523,1.0,profit_of_top_eligible,0.7992,100.0,clv_tier_enc,0.2517,0.0,top2_risk_percentage,-0.1741
CUST010795,consumer_durable,normal,701,99.9,ecommerce_to_spend_ratio,1.9763,0.1694,income_group_ord,1.2255,1.0,online_spend_ratio,0.8838,0.1695,cibil_score,-0.2833
CUST008173,education_loan,normal,690,100.0,is_student,4.3077,1.0,occupation_enc,0.7582,5.0,online_spend_ratio,0.2978,0.1491,age,-0.0201
CUST005267,business_loan,normal,756,87.9,is_self_employed,2.0461,1.0,top2_confidence_score,1.0679,95.0,is_business_occ,0.537,1.0,age_x_income,-1.7853
CUST007366,personal_loan,normal,850,96.2,profit_of_top_eligible,1.1194,100.0,top2_risk_percentage,0.7479,4.31,digital_x_online,0.6549,0.0,cibil_gte_750,-0.5672
CUST014403,home_loan,elite,788,99.9,prime_home_age,1.5124,1.0,cc_credit_limit,0.539,99042.64,credit_card,0.3201,1.0,profit_of_top_eligible,-0.6344
CUST018717,consumer_durable,normal,757,99.7,ecommerce_to_spend_ratio,2.0893,0.1578,income_group_ord,1.2839,2.0,online_spend_ratio,1.0381,0.1578,cibil_score,-0.2874
CUST003746,insurance,normal,686,100.0,is_retired,7.3625,1.0,occupation_enc,0.3826,2.0,insurance,0.1605,0.0,high_saver,-0.3119
CUST013892,insurance,normal,786,99.9,is_retired,7.7984,1.0,occupation_enc,0.6708,2.0,foir_x_cibil,0.1761,0.6015,insurance,-0.4118
CUST011081,credit_card,super_hni,825,99.7,digital_credit_ready,1.3877,1.0,foir_x_cibil,0.7049,0.3953,is_premium,0.5159,1.0,cc_utilization_ratio,-0.5112
CUST019097,education_loan,normal,652,100.0,is_student,4.3315,1.0,occupation_enc,0.7649,5.0,credit_history_years,0.2015,2.0,top2_risk_percentage,-0.0118
CUST008072,education_loan,elite,756,100.0,is_student,4.3304,1.0,occupation_enc,0.7647,5.0,credit_history_years,0.2015,2.0,top2_risk_percentage,-0.0118
CUST018179,credit_card,elite,796,100.0,digital_credit_ready,1.9567,1.0,is_premium,0.5406,1.0,strong_digital,0.318,1.0,tier1_city,-0.1615
CUST002175,credit_card,normal,819,100.0,digital_credit_ready,1.6918,1.0,prime_home_age,0.7296,0.0,top2_risk_percentage,0.6598,3.0,is_premium,-0.1642
CUST014824,insurance,normal,623,100.0,default_history_flag,4.4212,1.0,is_blocked,1.0663,1.0,repayment_status_ord,0.7798,0.0,is_retired,-0.3318
CUST008219,home_loan,normal,766,92.3,prime_home_age,2.002,1.0,profit_of_top_eligible,0.7621,75.0,top2_risk_percentage,0.3073,12.09,credit_capacity_score,-0.4533
CUST015680,insurance,elite,758,100.0,is_retired,7.0448,1.0,investment_intent_score,0.6053,2.0,occupation_enc,0.5941,2.0,insurance,-0.4551
CUST018438,home_loan,normal,821,93.6,prime_home_age,1.9488,1.0,profit_of_top_eligible,0.6878,100.0,age,0.2887,48.0,ecommerce_to_spend_ratio,-0.3834
CUST013179,credit_card,elite,831,98.2,digital_credit_ready,2.1917,1.0,clv_tier_enc,0.8509,1.0,is_premium,0.7725,1.0,prime_home_age,-0.4807
CUST018968,education_loan,normal,776,100.0,is_student,4.2123,1.0,occupation_enc,0.7429,5.0,online_spend_ratio,0.6554,0.1323,income_group_ord,-0.0927
CUST007212,education_loan,normal,591,100.0,is_student,4.1525,1.0,occupation_enc,0.7008,5.0,online_spend_ratio,0.258,0.0903,payment_history_score,-0.3071
CUST017483,insurance,normal,738,99.9,is_retired,7.0948,1.0,investment_intent_score,0.5528,3.0,occupation_enc,0.5433,2.0,insurance,-0.5018
CUST011885,insurance,normal,668,100.0,default_history_flag,3.496,1.0,is_blocked,0.9307,1.0,affluent,0.4759,1.0,is_retired,-0.2898
CUST007631,credit_card,normal,780,100.0,digital_credit_ready,2.0098,1.0,prime_home_age,0.7189,0.0,strong_digital,0.3179,1.0,is_premium,-0.1557
CUST015331,consumer_durable,normal,649,73.1,ecommerce_to_spend_ratio,1.6363,0.1713,cibil_score,1.0677,649.0,online_spend_ratio,1.0261,0.1713,income_group_ord,-1.2669
CUST003707,consumer_durable,normal,777,99.9,ecommerce_to_spend_ratio,1.9771,0.1544,income_group_ord,1.4432,2.0,online_spend_ratio,1.006,0.1544,cibil_score,-0.285
CUST016317,insurance,normal,633,95.5,bureau_inquiries_6m,2.8019,6.0,bureau_x_writeoff,1.5595,6.0,investment_intent_score,1.0436,3.0,is_retired,-0.3565
CUST007882,education_loan,normal,789,100.0,is_student,4.259,1.0,occupation_enc,0.7451,5.0,age,0.5466,27.0,online_spend_ratio,-0.2303
CUST018043,home_loan,normal,793,99.9,prime_home_age,2.1048,1.0,profit_of_top_eligible,0.7827,100.0,clv_tier_enc,0.2509,0.0,city_digital_score,-0.4657
CUST010139,credit_card,super_hni,827,97.5,digital_credit_ready,1.5722,1.0,foir_high,0.6649,1.0,foir_x_cibil,0.6137,0.5602,cc_monthly_spend,-0.5396
CUST017276,home_loan,normal,750,99.9,prime_home_age,2.1146,1.0,profit_of_top_eligible,0.8184,100.0,clv_tier_enc,0.2653,0.0,repayment_status_ord,-0.1311
CUST010944,insurance,normal,569,100.0,default_history_flag,2.5704,1.0,bureau_inquiries_6m,1.7387,6.0,bureau_x_writeoff,1.5651,6.0,insurance,-0.3232
CUST009551,consumer_durable,normal,707,99.9,ecommerce_to_spend_ratio,1.9386,0.1699,income_group_ord,1.3682,2.0,online_spend_ratio,1.1039,0.1699,is_student,-0.478
CUST010960,insurance,normal,701,100.0,is_retired,7.2379,1.0,occupation_enc,0.4434,2.0,insurance,0.2286,0.0,affluent,-0.2993
CUST003890,business_loan,normal,758,85.9,is_self_employed,1.6232,1.0,is_business_occ,0.4465,1.0,age_x_income,0.3595,7.9065,top2_risk_percentage,-2.7424
CUST018331,insurance,normal,699,100.0,is_retired,6.0759,1.0,investment_intent_score,0.5333,2.0,investment_appetite,0.2746,2.0,high_saver,-0.3099
CUST014871,credit_card,normal,849,99.7,digital_credit_ready,1.8476,1.0,foir_x_cibil,0.9862,0.3484,foir,0.8098,0.4104,prime_home_age,-0.5896
CUST003223,consumer_durable,normal,667,99.4,income_group_ord,1.6912,1.0,cibil_score,0.7882,667.0,cibil_composite,0.3576,61.1065,ecommerce_to_spend_ratio,-0.6714
CUST005933,consumer_durable,normal,705,96.2,ecommerce_to_spend_ratio,1.9512,0.1669,income_group_ord,1.2172,1.0,online_spend_ratio,0.8591,0.1669,cibil_score,-0.2979
CUST003555,consumer_durable,normal,742,99.9,ecommerce_to_spend_ratio,2.0712,0.1716,income_group_ord,1.4084,2.0,online_spend_ratio,1.0755,0.1716,cibil_score,-0.3084
CUST012502,consumer_durable,normal,680,99.4,income_group_ord,1.7479,1.0,cibil_score,0.8455,680.0,digital_adoption_score,0.3296,2.0,ecommerce_to_spend_ratio,-0.7296
CUST015191,education_loan,normal,725,100.0,is_student,4.1483,1.0,occupation_enc,0.7047,5.0,income_group_ord,0.2145,0.0,online_spend_ratio,-0.3957
CUST017779,personal_loan,normal,703,99.9,profit_of_top_eligible,1.5389,100.0,cibil_gte_750,1.4694,0.0,is_self_employed,1.4623,1.0,occupation_enc,-0.5278
CUST010077,consumer_durable,normal,628,100.0,ecommerce_to_spend_ratio,1.1178,0.159,income_group_ord,1.0995,2.0,online_spend_ratio,0.4574,0.159,age,-0.7045
CUST012985,personal_loan,normal,707,99.9,cibil_gte_750,1.8169,0.0,profit_of_top_eligible,1.7134,100.0,occupation_enc,0.7125,3.0,digital_x_online,-0.3044
CUST001909,home_loan,normal,807,99.9,prime_home_age,2.1252,1.0,profit_of_top_eligible,0.7631,100.0,credit_capacity_score,0.3029,90.532,top2_risk_percentage,-0.1568
CUST006720,education_loan,normal,716,100.0,is_student,4.2626,1.0,occupation_enc,0.7419,5.0,online_spend_ratio,0.6279,0.091,age,-0.2442
CUST003121,credit_card,elite,836,100.0,is_premium,0.8919,1.0,is_self_employed,0.7329,0.0,profit_of_top_eligible,0.3004,100.0,digital_credit_ready,-0.9205
CUST017724,insurance,normal,591,100.0,is_retired,3.8792,1.0,default_history_flag,2.4218,1.0,is_blocked,0.6825,1.0,affluent,-0.1664
CUST014619,consumer_durable,normal,685,98.2,income_group_ord,1.7388,1.0,cibil_score,0.845,685.0,digital_adoption_score,0.3264,1.0,ecommerce_to_spend_ratio,-0.5902
CUST011427,consumer_durable,normal,634,90.0,ecommerce_to_spend_ratio,1.4414,0.1788,cibil_score,1.0405,634.0,online_spend_ratio,0.9768,0.1788,income_group_ord,-1.5868
CUST005837,credit_card,elite,819,98.2,digital_credit_ready,1.8267,1.0,clv_tier_enc,0.8427,1.0,is_premium,0.7904,1.0,prime_home_age,-0.5178
CUST007071,home_loan,elite,828,99.9,prime_home_age,1.9815,1.0,profit_of_top_eligible,0.6311,75.0,cibil_score,0.2013,828.0,clv_tier_enc,-0.614
CUST013373,education_loan,normal,753,100.0,is_student,4.2565,1.0,occupation_enc,0.7438,5.0,age,0.5787,28.0,online_spend_ratio,-0.2347
CUST012223,consumer_durable,normal,805,74.8,ecommerce_to_spend_ratio,1.5387,0.1613,age,0.93,40.0,online_spend_ratio,0.9219,0.1613,foir,-0.4127
CUST013187,consumer_durable,normal,692,100.0,ecommerce_to_spend_ratio,1.7294,0.1589,cibil_score,1.2657,692.0,online_spend_ratio,1.105,0.1589,income_group_ord,-1.3744
CUST012863,credit_card,normal,804,93.6,foir_high,1.1136,1.0,foir_x_cibil,0.941,0.5737,foir,0.5369,0.7135,digital_credit_ready,-0.875
CUST003518,consumer_durable,normal,842,99.7,ecommerce_to_spend_ratio,2.1059,0.1691,income_group_ord,1.463,2.0,online_spend_ratio,1.1811,0.1691,cibil_score,-0.3047
CUST013700,credit_card,normal,815,97.8,digital_credit_ready,1.5185,1.0,foir_x_cibil,1.1124,0.4639,foir_high,1.0126,1.0,prime_home_age,-0.4404
CUST015313,credit_card,normal,809,100.0,digital_credit_ready,2.2588,1.0,prime_home_age,0.6175,0.0,strong_digital,0.3428,1.0,is_premium,-0.1517
CUST010499,insurance,normal,564,100.0,default_history_flag,3.5188,1.0,is_blocked,0.8291,1.0,top2_risk_percentage,0.4756,42.39,is_retired,-0.2862
CUST018836,credit_card,normal,839,99.7,foir_high,1.2077,1.0,foir_x_cibil,1.1592,0.6547,foir,0.7045,0.7803,digital_credit_ready,-0.8182
CUST008920,credit_card,normal,814,96.3,digital_credit_ready,2.1227,1.0,prime_home_age,0.6035,0.0,income_group_ord,0.2531,0.0,online_spend_ratio,-0.4023
CUST002622,home_loan,normal,790,99.9,prime_home_age,2.1107,1.0,profit_of_top_eligible,0.792,100.0,clv_tier_enc,0.2794,0.0,digital_x_online,-0.142
CUST008938,home_loan,normal,764,99.9,prime_home_age,2.1897,1.0,profit_of_top_eligible,0.8384,100.0,credit_capacity_score,0.2784,90.709,digital_x_online,-0.1177
CUST002332,insurance,normal,775,99.9,investment_intent_score,1.4661,3.0,investment_appetite,0.7065,3.0,high_saver,0.3374,1.0,insurance,-1.5574
CUST008473,home_loan,normal,715,99.9,prime_home_age,1.9783,1.0,profit_of_top_eligible,0.7643,100.0,top2_risk_percentage,0.5737,25.05,cibil_gte_750,-0.2013
CUST002946,insurance,normal,795,99.9,is_retired,7.69,1.0,occupation_enc,0.7284,2.0,is_self_employed,0.141,0.0,insurance,-0.4094
CUST008790,insurance,normal,831,99.9,is_retired,6.8487,1.0,occupation_enc,0.3172,2.0,affluent,0.2493,1.0,top2_risk_percentage,-0.5639
CUST000786,home_loan,normal,806,99.9,prime_home_age,2.2425,1.0,profit_of_top_eligible,0.7905,100.0,credit_capacity_score,0.3878,100.048,cc_credit_limit,-0.0418
CUST015760,insurance,normal,619,100.0,is_retired,3.8861,1.0,default_history_flag,2.4672,1.0,is_blocked,0.673,1.0,affluent,-0.1662
CUST001934,education_loan,normal,626,100.0,is_student,4.3092,1.0,occupation_enc,0.7585,5.0,online_spend_ratio,0.3021,0.1179,top2_risk_percentage,-0.0215
CUST016365,credit_card,normal,703,97.8,digital_credit_ready,1.7992,1.0,prime_home_age,0.6146,0.0,strong_digital,0.2506,1.0,top2_confidence_score,-0.4289
CUST000156,education_loan,normal,791,100.0,is_student,4.2472,1.0,occupation_enc,0.7411,5.0,online_spend_ratio,0.6433,0.1185,income_group_ord,-0.0946
CUST011495,credit_card,elite,834,100.0,digital_credit_ready,1.9463,1.0,is_premium,0.6802,1.0,strong_digital,0.3441,1.0,is_self_employed,-0.165
CUST009445,home_loan,normal,827,99.9,prime_home_age,2.1131,1.0,profit_of_top_eligible,0.7732,75.0,clv_tier_enc,0.2631,0.0,digital_x_online,-0.1359
CUST014963,education_loan,normal,682,100.0,is_student,4.319,1.0,occupation_enc,0.7605,5.0,online_spend_ratio,0.2449,0.104,income_group_ord,-0.0471
CUST001118,education_loan,normal,798,100.0,is_student,4.3318,1.0,occupation_enc,0.7652,5.0,credit_history_years,0.2007,1.0,age_x_cibil,-0.0123
CUST019112,insurance,normal,852,99.9,is_retired,7.9666,1.0,occupation_enc,0.6783,2.0,is_self_employed,0.1397,0.0,default_history_flag,-0.3002
CUST009903,consumer_durable,normal,636,100.0,income_group_ord,1.6633,2.0,cibil_score,0.8105,636.0,cibil_composite,0.3557,56.0154,ecommerce_to_spend_ratio,-0.6772
CUST014900,home_loan,normal,717,99.9,prime_home_age,2.0915,1.0,profit_of_top_eligible,0.7862,100.0,top2_risk_percentage,0.5,25.04,cibil_gte_750,-0.1619
CUST000932,credit_card,normal,809,97.5,digital_credit_ready,1.7121,1.0,prime_home_age,0.6678,0.0,is_self_employed,0.2455,0.0,online_spend_ratio,-0.3381
CUST003945,consumer_durable,super_hni,820,94.0,ecommerce_to_spend_ratio,1.1509,0.1787,online_spend_ratio,0.8866,0.1787,age,0.4181,26.0,income_group_ord,-2.0187
CUST006680,credit_card,normal,707,94.2,digital_credit_ready,1.9172,1.0,prime_home_age,0.6891,0.0,strong_digital,0.2521,1.0,is_premium,-0.1639
CUST006010,credit_card,normal,795,99.7,digital_credit_ready,1.537,1.0,foir_x_cibil,0.9341,0.4186,foir,0.8765,0.5266,prime_home_age,-0.4665
CUST015864,consumer_durable,normal,847,78.3,income_group_ord,0.9151,2.0,online_spend_ratio,0.4133,0.1499,customer_segment_enc,0.2186,4.0,digital_x_online,-0.6467
CUST005259,consumer_durable,super_hni,839,87.8,ecommerce_to_spend_ratio,2.0519,0.1764,income_group_ord,1.4611,1.0,online_spend_ratio,1.1101,0.1764,cibil_score,-0.3117
CUST000766,credit_card,normal,835,100.0,digital_credit_ready,1.8346,1.0,tier1_city,1.1583,1.0,city_tier,0.3475,1.0,is_premium,-0.1433
CUST019786,education_loan,normal,745,100.0,is_student,4.2645,1.0,occupation_enc,0.7407,5.0,online_spend_ratio,0.6363,0.1019,income_group_ord,-0.1042
CUST016683,education_loan,elite,783,100.0,is_student,4.3033,1.0,occupation_enc,0.7557,5.0,online_spend_ratio,0.3743,0.0918,age,-0.0635
CUST005558,insurance,normal,604,100.0,default_history_flag,4.4192,1.0,is_blocked,1.0831,1.0,repayment_status_ord,0.7586,0.0,is_retired,-0.3296
CUST018623,insurance,normal,803,99.9,insurance,0.8915,0.0,affluent,0.7588,1.0,high_saver,0.6748,1.0,is_retired,-0.5148
CUST019932,credit_card,super_hni,818,98.2,digital_credit_ready,1.9855,1.0,clv_tier_enc,0.8581,2.0,is_premium,0.7983,1.0,prime_home_age,-0.5231
CUST000341,consumer_durable,normal,643,100.0,ecommerce_to_spend_ratio,1.23,0.1544,income_group_ord,1.0761,1.0,age,0.514,37.0,top2_confidence_score,-0.1357
CUST014246,personal_loan,normal,744,99.8,profit_of_top_eligible,1.1537,100.0,cibil_gte_750,0.8257,0.0,is_self_employed,0.6511,1.0,low_income,-0.9502
CUST014182,education_loan,normal,681,92.1,is_student,3.5842,1.0,occupation_enc,0.5846,5.0,credit_history_years,0.1902,2.0,online_spend_ratio,-1.1042
CUST005679,insurance,normal,645,100.0,is_retired,3.5874,1.0,default_history_flag,2.1575,1.0,is_blocked,0.547,1.0,insurance,-0.3386
CUST005477,credit_card,normal,819,100.0,digital_credit_ready,1.7527,1.0,prime_home_age,0.7324,0.0,strong_digital,0.3044,1.0,tier1_city,-0.1559
CUST000677,consumer_durable,normal,689,99.4,income_group_ord,1.6562,2.0,cibil_score,0.7554,689.0,digital_adoption_score,0.3464,2.0,ecommerce_to_spend_ratio,-0.7153
CUST006890,education_loan,elite,805,99.9,is_student,4.3153,1.0,occupation_enc,0.7604,5.0,online_spend_ratio,0.2425,0.1196,income_group_ord,-0.0468
CUST011316,home_loan,normal,791,99.9,prime_home_age,2.0591,1.0,profit_of_top_eligible,0.7338,100.0,digital_x_online,0.324,0.0961,top2_risk_percentage,-1.064
CUST017057,insurance,normal,804,99.9,is_retired,7.1287,1.0,investment_intent_score,0.5519,2.0,occupation_enc,0.5348,2.0,default_history_flag,-0.2905
CUST010977,personal_loan,normal,714,99.9,cibil_gte_750,1.8973,0.0,profit_of_top_eligible,1.7084,100.0,occupation_enc,0.7215,3.0,digital_x_online,-0.2627
CUST016820,home_loan,normal,802,99.9,prime_home_age,2.1238,1.0,profit_of_top_eligible,0.7629,100.0,clv_tier_enc,0.2803,0.0,digital_x_online,-0.148
CUST010217,education_loan,normal,792,99.9,is_student,4.2714,1.0,occupation_enc,0.7576,5.0,online_spend_ratio,0.2961,0.1248,income_group_ord,-0.0468
CUST017470,consumer_durable,normal,663,98.2,ecommerce_to_spend_ratio,1.8018,0.1787,online_spend_ratio,0.8472,0.1787,young_edu_candidate,0.3851,1.0,income_group_ord,-0.5935
CUST013262,credit_card,normal,837,99.7,foir_high,1.252,1.0,foir_x_cibil,1.2101,1.0351,foir,0.7245,1.2367,digital_credit_ready,-0.8116
CUST010607,home_loan,normal,840,99.9,prime_home_age,2.1992,1.0,profit_of_top_eligible,0.7744,100.0,credit_capacity_score,0.4366,103.566,top2_risk_percentage,-0.1318
CUST009216,insurance,elite,819,99.9,is_retired,7.6124,1.0,occupation_enc,0.5254,2.0,insurance,0.1552,0.0,default_history_flag,-0.2866
CUST007332,insurance,normal,575,100.0,default_history_flag,4.2652,1.0,bureau_x_writeoff,1.5955,6.0,is_blocked,0.9176,1.0,insurance,-0.4526
CUST007752,home_loan,normal,835,96.2,prime_home_age,1.8871,1.0,profit_of_top_eligible,0.6638,75.0,age,0.2895,48.0,ecommerce_to_spend_ratio,-0.3182
CUST017869,personal_loan,normal,808,99.9,is_self_employed,1.1127,1.0,profit_of_top_eligible,0.9553,100.0,low_income,0.6877,1.0,occupation_enc,-0.9587
CUST012540,insurance,normal,548,98.2,is_retired,3.8623,1.0,default_history_flag,2.378,1.0,is_blocked,0.6637,1.0,affluent,-0.1596
CUST014897,consumer_durable,normal,665,95.4,ecommerce_to_spend_ratio,1.3597,0.1509,income_group_ord,1.1202,1.0,online_spend_ratio,0.6896,0.1509,is_student,-0.5956
CUST003742,consumer_durable,elite,822,99.9,ecommerce_to_spend_ratio,1.8974,0.1683,income_group_ord,1.4719,1.0,online_spend_ratio,0.8993,0.1683,cibil_score,-0.2762
CUST005927,consumer_durable,normal,658,99.4,income_group_ord,1.6406,1.0,cibil_score,0.8011,658.0,digital_adoption_score,0.3262,1.0,ecommerce_to_spend_ratio,-0.4993
CUST009705,personal_loan,normal,706,100.0,profit_of_top_eligible,1.7465,100.0,cibil_gte_750,1.5738,0.0,low_income,0.7163,1.0,prime_home_age,-0.2697
CUST019489,consumer_durable,normal,769,95.4,ecommerce_to_spend_ratio,1.7944,0.1624,income_group_ord,1.1418,1.0,online_spend_ratio,1.0065,0.1625,is_student,-0.4851
CUST016023,home_loan,normal,792,99.9,prime_home_age,2.2118,1.0,profit_of_top_eligible,0.8189,100.0,credit_capacity_score,0.3719,93.982,insurance,-0.0471
