customer_id,savings_account,current_account,fd,rd,credit_card,cc_variant,cc_credit_limit,cc_monthly_spend,debit_card,insurance,mutual_funds,consumer_durable,demat_account,mobile_banking,internet_banking
CUST000094,1,1,0,0,0,none,0.0,0.0,1,0,0,0,0,1,0
CUST000095,1,0,1,0,0,none,0.0,0.0,1,0,0,1,1,0,1
CUST000096,0,0,0,0,0,none,0.0,0.0,1,0,0,0,0,0,0
CUST000097,1,0,0,0,0,none,0.0,0.0,0,1,0,1,1,1,0
CUST000098,1,1,0,1,0,none,0.0,0.0,1,1,0,0,0,0,1
CUST000099,1,0,0,0,0,none,0.0,0.0,1,1,0,0,0,0,0
CUST000100,1,0,0,0,0,none,0.0,0.0,1,0,0,0,0,0,0
CUST000101,1,0,1,1,0,none,0.0,0.0,1,1,1,0,0,0,0
CUST000102,1,1,1,0,0,none,0.0,0.0,1,0,0,1,0,0,1
CUST000103,1,0,1,1,0,none,0.0,0.0,1,1,0,0,0,0,1
CUST000104,1,0,1,0,0,none,0.0,0.0,1,0,1,0,0,0,0
CUST000105,1,0,1,1,0,none,0.0,0.0,1,1,1,0,0,0,1
CUST000106,0,1,1,1,0,none,0.0,0.0,1,1,0,1,0,0,1
CUST000107,1,1,0,0,0,none,0.0,0.0,1,0,0,0,0,0,1
CUST000108,1,0,0,0,0,none,0.0,0.0,0,1,0,1,0,0,0
CUST000109,1,0,1,1,0,none,0.0,0.0,0,0,0,0,0,1,1
CUST000110,1,1,0,0,0,none,0.0,0.0,1,1,0,0,0,0,0
CUST000111,1,1,0,0,0,none,0.0,0.0,1,0,1,1,0,0,0
CUST000112,1,0,1,0,0,none,0.0,0.0,1,0,0,0,0,1,0
CUST000113,1,0,0,0,0,none,0.0,0.0,1,1,0,1,0,0,0
CUST000114,1,0,0,0,0,none,0.0,0.0,1,0,0,1,0,0,0
CUST000115,1,0,1,0,0,none,0.0,0.0,1,0,0,0,0,0,0
CUST000116,1,0,1,1,0,none,0.0,0.0,0,0,0,1,0,0,0
CUST000117,1,0,0,0,0,none,0.0,0.0,1,0,0,0,0,1,0
CUST000118,1,1,1,0,1,basic,466549.68,28438.02,1,0,0,1,0,0,0
CUST000119,1,0,1,0,0,none,0.0,0.0,1,0,1,0,0,0,1
CUST000120,1,0,0,0,0,none,0.0,0.0,1,0,1,1,0,0,0
CUST000121,1,0,0,0,0,none,0.0,0.0,1,0,0,1,0,1,0
CUST000122,1,0,1,0,0,none,0.0,0.0,1,0,0,0,0,1,1
CUST000123,1,1,0,0,0,none,0.0,0.0,0,0,0,0,0,0,0
CUST000124,1,0,0,0,0,none,0.0,0.0,0,0,0,0,0,1,0
CUST000125,0,0,1,0,0,none,0.0,0.0,1,0,0,1,0,0,0
CUST000126,1,1,1,1,0,none,0.0,0.0,1,0,0,0,0,0,1
CUST000127,1,1,1,1,0,none,0.0,0.0,1,1,0,1,0,0,0
CUST000128,1,1,1,0,0,none,0.0,0.0,0,0,0,0,0,0,0
CUST000129,1,0,1,0,0,none,0.0,0.0,1,0,0,0,0,0,0
CUST000130,0,0,1,0,0,none,0.0,0.0,1,1,1,0,0,1,1
CUST000131,1,1,0,0,0,none,0.0,0.0,1,0,1,1,1,0,1
CUST000132,1,0,1,0,1,rewards,145956.39,6960.17,1,0,0,1,0,1,0
CUST000133,1,0,0,1,0,none,0.0,0.0,1,0,0,1,0,1,0
CUST000134,0,0,0,0,0,none,0.0,0.0,0,0,0,0,0,1,0
CUST000135,1,0,0,0,0,none,0.0,0.0,1,1,0,1,0,0,0
CUST000136,1,0,1,0,0,none,0.0,0.0,1,1,0,1,0,0,1
CUST000137,1,1,0,1,0,none,0.0,0.0,0,0,0,0,0,0,1
CUST000138,1,1,0,0,0,none,0.0,0.0,1,0,0,0,0,0,1
CUST000139,1,0,0,0,0,none,0.0,0.0,0,0,0,1,0,1,0
CUST000140,1,1,0,0,0,none,0.0,0.0,1,1,0,0,0,1,1
CUST000141,1,1,0,1,0,none,0.0,0.0,1,0,0,0,0,0,0
CUST000142,1,0,0,1,0,none,0.0,0.0,0,0,0,0,0,0,0
CUST000143,0,0,0,0,0,none,0.0,0.0,1,0,0,1,0,0,1
CUST000144,0,1,0,0,0,none,0.0,0.0,0,0,0,0,0,0,1
CUST000145,1,0,1,1,0,none,0.0,0.0,0,0,0,0,1,1,0
CUST000146,0,1,1,0,0,none,0.0,0.0,1,0,0,0,0,1,1
CUST000147,1,0,1,0,0,none,0.0,0.0,1,0,0,0,1,0,0
CUST000148,1,0,1,0,0,none,0.0,0.0,1,1,0,1,0,0,1
CUST000149,1,1,1,0,0,none,0.0,0.0,1,0,0,0,0,0,0
CUST000150,1,0,1,0,0,none,0.0,0.0,1,1,0,0,0,0,0
CUST000151,1,0,0,1,0,none,0.0,0.0,0,0,0,0,0,0,0
CUST000152,1,1,1,0,0,none,0.0,0.0,1,0,0,0,0,0,0
CUST000153,1,0,0,0,0,none,0.0,0.0,1,1,1,0,0,0,1
CUST000154,1,0,0,0,0,none,0.0,0.0,1,1,0,1,0,1,1
CUST000155,1,1,1,0,0,none,0.0,0.0,0,1,1,1,0,1,0
CUST000156,1,1,0,0,0,none,0.0,0.0,1,1,0,1,0,0,0
CUST000157,1,0,0,0,0,none,0.0,0.0,0,0,0,1,0,0,0
CUST000158,1,0,0,1,0,none,0.0,0.0,0,0,0,1,0,0,1
CUST000159,1,0,1,0,0,none,0.0,0.0,0,0,0,0,0,0,0
CUST000160,1,0,0,0,0,none,0.0,0.0,1,1,0,0,0,1,1
CUST000161,1,0,0,0,0,none,0.0,0.0,1,0,0,0,0,1,0
CUST000162,1,0,0,0,0,none,0.0,0.0,0,0,1,0,0,1,0
CUST000163,1,0,0,0,0,none,0.0,0.0,1,0,0,1,0,0,1
CUST000164,1,1,0,0,0,none,0.0,0.0,1,1,0,1,0,1,0
CUST000165,1,0,1,0,0,none,0.0,0.0,1,0,0,0,0,0,0
CUST000166,1,0,0,1,0,none,0.0,0.0,1,1,0,0,0,0,1
CUST000167,1,0,0,1,0,none,0.0,0.0,1,0,0,0,0,0,1
CUST000168,1,0,1,1,0,none,0.0,0.0,1,0,0,0,0,1,1
CUST000169,1,0,0,0,0,none,0.0,0.0,1,0,1,1,0,0,1
CUST000170,0,0,0,0,0,none,0.0,0.0,1,1,1,0,0,1,1
CUST000171,1,1,0,1,0,none,0.0,0.0,1,0,0,1,0,1,0
CUST000172,1,1,0,1,0,none,0.0,0.0,1,0,1,1,0,1,0
CUST000173,1,0,0,0,0,none,0.0,0.0,1,0,0,1,0,1,0
CUST000174,1,1,0,0,0,none,0.0,0.0,0,1,0,0,0,0,0
CUST000175,1,0,0,0,0,none,0.0,0.0,1,0,0,0,1,0,0
CUST000176,1,0,0,0,1,basic,122315.81,6126.52,1,1,0,1,0,0,0
CUST000177,1,0,1,0,0,none,0.0,0.0,1,0,0,0,0,0,0
CUST000178,0,0,0,0,0,none,0.0,0.0,0,0,0,1,0,1,1
CUST000179,1,0,1,0,0,none,0.0,0.0,1,1,0,1,0,0,1
CUST000180,1,0,0,1,0,none,0.0,0.0,1,0,0,0,0,0,1
CUST000181,1,1,0,1,0,none,0.0,0.0,1,0,0,0,0,0,0
CUST000182,1,0,1,0,0,none,0.0,0.0,0,1,0,0,0,0,0
CUST000183,0,0,0,0,0,none,0.0,0.0,1,1,0,0,0,1,1
CUST000184,1,0,0,0,0,none,0.0,0.0,0,0,1,0,0,0,1
CUST000185,1,1,1,0,0,none,0.0,0.0,0,1,0,1,0,0,1
CUST000186,1,1,0,0,0,none,0.0,0.0,1,1,0,0,0,0,0
CUST000187,1,0,0,1,0,none,0.0,0.0,1,0,0,1,1,0,1
CUST000188,1,1,0,0,0,none,0.0,0.0,1,0,0,1,0,0,1
CUST000189,1,1,1,0,0,none,0.0,0.0,0,0,0,0,0,0,0
CUST000190,1,0,1,1,0,none,0.0,0.0,1,1,1,0,0,1,0
CUST000191,1,1,0,1,0,none,0.0,0.0,1,0,0,1,0,1,1
CUST000192,1,0,0,1,0,none,0.0,0.0,1,0,0,0,0,1,1
CUST000193,1,0,0,0,0,none,0.0,0.0,0,1,1,0,0,0,0
CUST000194,0,0,1,0,0,none,0.0,0.0,1,1,0,0,1,0,0
CUST000195,1,0,0,0,0,none,0.0,0.0,0,0,0,1,0,1,1
CUST000196,1,0,0,0,0,none,0.0,0.0,1,1,0,0,0,0,0
CUST000197,1,0,1,0,0,none,0.0,0.0,1,0,0,0,0,0,1
CUST000198,1,0,0,0,0,none,0.0,0.0,1,0,1,0,0,0,1
CUST000199,1,0,1,0,0,none,0.0,0.0,0,1,1,0,0,0,0
CUST000200,1,1,0,1,0,none,0.0,0.0,0,0,0,0,0,0,0
CUST000201,1,0,1,0,0,none,0.0,0.0,1,0,0,1,1,1,0
CUST000202,1,1,0,1,0,none,0.0,0.0,1,0,0,0,0,0,0
CUST000203,1,0,0,0,1,rewards,1826452.9,143607.99,0,1,0,1,0,1,1
CUST000204,0,0,1,0,0,none,0.0,0.0,0,1,0,1,0,0,0
CUST000205,0,0,0,0,0,none,0.0,0.0,1,1,1,0,0,1,1
CUST000206,1,0,0,0,0,none,0.0,0.0,1,1,0,1,0,1,0
CUST000207,1,1,1,0,0,none,0.0,0.0,1,0,0,1,0,1,1
CUST000208,1,0,0,0,0,none,0.0,0.0,1,1,0,1,0,0,0
CUST000209,1,1,0,0,0,none,0.0,0.0,1,0,0,0,0,0,0
CUST000210,1,0,0,1,0,none,0.0,0.0,1,1,0,0,0,0,0
CUST000211,1,1,0,0,0,none,0.0,0.0,0,1,0,1,1,1,0
CUST000212,1,1,1,0,0,none,0.0,0.0,1,0,0,0,0,0,1
CUST000213,1,0,0,0,0,none,0.0,0.0,1,0,1,1,0,0,1
CUST000214,1,0,0,0,1,premium,557295.17,36452.57,1,0,0,1,0,1,1
CUST000215,1,0,1,1,0,none,0.0,0.0,1,1,0,0,0,0,1
CUST000216,1,0,0,0,0,none,0.0,0.0,1,0,1,0,0,0,1
CUST000217,1,0,1,1,0,none,0.0,0.0,1,1,0,0,0,0,0
CUST000218,1,1,0,0,1,rewards,189638.28,18757.03,0,0,0,1,0,1,1
CUST000219,1,0,1,1,0,none,0.0,0.0,1,0,0,1,0,0,0
CUST000220,1,0,1,1,0,none,0.0,0.0,1,0,0,0,0,0,1
CUST000221,1,0,0,1,0,none,0.0,0.0,1,0,0,0,0,0,0
CUST000222,1,0,1,0,0,none,0.0,0.0,1,0,0,1,0,0,0
CUST000223,1,0,1,0,0,none,0.0,0.0,1,1,1,0,0,0,0
CUST000224,1,1,0,0,0,none,0.0,0.0,1,0,0,0,0,0,1
CUST000225,1,0,0,0,0,none,0.0,0.0,0,0,0,1,0,0,0
CUST000226,1,1,1,0,0,none,0.0,0.0,0,0,0,1,0,1,1
CUST000227,1,0,1,0,0,none,0.0,0.0,0,0,0,0,0,1,0
CUST000228,1,1,0,0,0,none,0.0,0.0,1,0,0,1,0,0,1
CUST000229,0,0,0,0,0,none,0.0,0.0,0,0,0,0,0,0,0
CUST000230,1,0,1,0,0,none,0.0,0.0,1,0,0,0,1,1,1
CUST000231,1,0,0,0,0,none,0.0,0.0,1,1,0,0,0,0,0
CUST000232,1,0,1,0,0,none,0.0,0.0,0,0,0,1,0,0,0
CUST000233,1,0,0,0,0,none,0.0,0.0,1,0,1,1,0,0,1
CUST000234,1,0,1,1,0,none,0.0,0.0,0,1,0,0,0,1,1
CUST000235,0,1,0,1,0,none,0.0,0.0,1,1,0,1,0,0,0
CUST000236,1,0,0,0,0,none,0.0,0.0,1,0,1,1,0,0,1
CUST000237,1,0,0,1,0,none,0.0,0.0,0,1,1,0,0,1,0
CUST000238,1,0,0,1,0,none,0.0,0.0,1,0,0,0,0,0,1
CUST000239,1,0,0,0,1,premium,567568.23,25767.56,1,0,0,1,0,0,0
CUST000240,1,0,0,0,0,none,0.0,0.0,1,0,0,0,0,0,0
CUST000241,0,1,1,1,0,none,0.0,0.0,1,0,0,0,0,0,0
CUST000242,1,1,0,0,0,none,0.0,0.0,1,0,0,1,0,1,1
CUST000243,1,0,0,1,0,none,0.0,0.0,1,1,0,0,0,1,1
CUST000244,1,0,0,1,0,none,0.0,0.0,0,1,0,0,0,1,1
CUST000245,0,0,1,0,0,none,0.0,0.0,1,0,0,1,0,0,1
CUST000246,0,0,0,0,0,none,0.0,0.0,0,1,0,1,0,1,0
CUST000247,1,0,1,0,0,none,0.0,0.0,1,0,0,1,0,0,1
CUST000248,1,0,1,0,1,basic,215309.98,6372.79,1,1,1,0,0,0,1
CUST000249,1,0,1,1,0,none,0.0,0.0,1,1,0,0,0,0,0
CUST000250,1,1,0,1,0,none,0.0,0.0,1,1,0,0,1,0,0
CUST000251,1,0,0,0,0,none,0.0,0.0,1,1,0,1,0,0,0
CUST000252,1,0,1,1,1,rewards,41191.5,3270.15,0,0,0,0,0,1,0
CUST000253,1,0,1,0,0,none,0.0,0.0,1,1,1,0,0,1,0
CUST000254,1,0,0,0,0,none,0.0,0.0,1,1,0,0,1,1,0
CUST000255,1,0,0,1,0,none,0.0,0.0,1,0,0,0,0,0,0
CUST000256,1,1,1,0,0,none,0.0,0.0,1,0,0,0,0,0,0
CUST000257,1,0,0,0,0,none,0.0,0.0,0,1,0,1,0,1,1
CUST000258,1,1,0,1,1,basic,118369.53,7297.72,1,0,0,0,0,0,0
CUST000259,1,1,1,0,0,none,0.0,0.0,1,1,0,1,0,0,0
CUST000260,1,1,0,0,0,none,0.0,0.0,0,1,0,1,0,0,0
CUST000261,1,0,1,0,0,none,0.0,0.0,1,1,0,0,0,1,1
CUST000262,1,0,0,0,0,none,0.0,0.0,1,1,0,1,0,1,0
CUST000263,1,1,0,1,0,none,0.0,0.0,1,1,1,1,0,0,1
CUST000264,1,0,1,0,0,none,0.0,0.0,1,1,1,0,0,0,1
CUST000265,1,0,1,0,0,none,0.0,0.0,0,0,0,0,0,0,1
CUST000266,1,1,0,0,0,none,0.0,0.0,1,1,0,0,0,1,0
CUST000267,1,0,1,0,0,none,0.0,0.0,1,1,0,1,1,0,0
CUST000268,1,1,0,0,0,none,0.0,0.0,1,1,1,0,1,0,1
CUST000269,1,1,0,0,0,none,0.0,0.0,0,0,0,0,0,0,1
CUST000270,1,0,0,0,0,none,0.0,0.0,1,0,0,1,0,0,0
CUST000271,1,0,1,0,0,none,0.0,0.0,1,0,0,0,0,1,1
CUST000272,0,0,0,1,0,none,0.0,0.0,1,0,0,1,0,1,1
CUST000273,1,1,1,0,0,none,0.0,0.0,1,1,0,0,0,1,1
CUST000274,1,0,0,0,0,none,0.0,0.0,1,0,0,0,0,1,0
CUST000275,0,0,0,1,0,none,0.0,0.0,1,1,0,0,0,1,1
CUST000276,1,0,0,0,0,none,0.0,0.0,0,0,0,0,0,0,1
CUST000277,1,0,1,1,0,none,0.0,0.0,1,0,0,0,0,0,1
CUST000278,1,0,0,0,0,none,0.0,0.0,1,0,1,1,0,0,0
CUST000279,1,0,1,0,0,none,0.0,0.0,1,1,1,0,0,0,0
CUST000280,1,0,0,0,0,none,0.0,0.0,1,0,0,0,0,0,1
CUST000281,1,0,0,0,0,none,0.0,0.0,1,0,0,0,0,0,1
CUST000282,1,0,0,1,0,none,0.0,0.0,1,0,0,0,0,0,1
CUST000283,1,0,1,1,0,none,0.0,0.0,1,0,0,0,1,1,0
CUST000284,1,1,1,0,0,none,0.0,0.0,1,1,1,1,0,0,1
CUST000285,1,0,0,0,0,none,0.0,0.0,1,0,0,0,0,1,1
CUST000286,1,0,0,0,0,none,0.0,0.0,1,0,0,0,0,0,0
CUST000287,1,0,0,0,0,none,0.0,0.0,1,1,0,0,0,0,1
CUST000288,0,0,0,0,1,premium,985569.98,49795.44,1,0,0,0,0,0,1
CUST000289,1,0,0,1,0,none,0.0,0.0,0,1,1,0,0,0,1
CUST000290,1,1,1,0,0,none,0.0,0.0,1,0,1,1,0,0,0
CUST000291,1,0,0,0,0,none,0.0,0.0,1,0,0,1,0,0,0
CUST000292,1,0,0,1,0,none,0.0,0.0,0,0,0,1,0,0,1
CUST000293,1,0,1,0,1,rewards,485176.24,36740.08,1,1,0,0,0,1,1
CUST000294,1,1,0,0,0,none,0.0,0.0,0,1,0,0,0,0,0
CUST000295,0,1,0,1,0,none,0.0,0.0,1,1,0,1,0,0,0
CUST000296,1,1,0,0,0,none,0.0,0.0,1,0,0,0,0,0,1
CUST000297,1,0,0,0,0,none,0.0,0.0,1,0,0,1,0,0,1
CUST000298,1,0,0,1,0,none,0.0,0.0,1,1,0,0,0,1,0
CUST000299,1,0,1,0,0,none,0.0,0.0,0,0,1,0,0,0,1
CUST000300,1,0,0,1,0,none,0.0,0.0,0,0,0,0,0,0,0
CUST000301,0,0,1,0,0,none,0.0,0.0,0,0,0,0,1,0,1
CUST000302,1,0,0,0,0,none,0.0,0.0,1,1,0,0,0,0,0
CUST000303,1,0,1,0,0,none,0.0,0.0,1,0,1,1,0,0,1
CUST000304,1,0,0,0,0,none,0.0,0.0,1,0,1,0,0,0,1
CUST000305,1,0,0,0,0,none,0.0,0.0,1,0,0,1,0,0,1
CUST000306,1,0,0,0,0,none,0.0,0.0,1,0,0,0,0,0,0
CUST000307,1,0,0,0,0,none,0.0,0.0,0,1,0,0,0,0,0
CUST000308,1,0,1,0,0,none,0.0,0.0,1,0,0,0,0,0,0
CUST000309,1,0,1,0,0,none,0.0,0.0,1,0,0,0,0,1,0
CUST000310,1,0,0,0,0,none,0.0,0.0,1,0,0,0,0,1,1
CUST000311,1,0,1,1,0,none,0.0,0.0,1,1,1,0,0,1,1
CUST000312,1,0,0,0,0,none,0.0,0.0,1,0,0,1,0,1,0
CUST000313,1,1,1,1,0,none,0.0,0.0,1,1,0,0,0,1,0
CUST000314,1,0,1,1,0,none,0.0,0.0,1,0,0,0,0,1,1
CUST000315,1,1,1,0,0,none,0.0,0.0,1,0,0,1,1,0,0
CUST000316,1,1,1,0,0,none,0.0,0.0,1,1,0,0,0,1,1
CUST000317,0,0,1,1,0,none,0.0,0.0,1,0,0,0,0,1,0
CUST000318,0,1,0,0,1,basic,235295.37,7247.44,1,0,0,1,0,0,0
CUST000319,1,1,0,0,0,none,0.0,0.0,1,1,1,0,1,1,0
CUST000320,1,1,0,1,0,none,0.0,0.0,1,0,0,1,0,1,1
CUST000321,1,1,0,0,0,none,0.0,0.0,1,0,0,0,0,1,1
CUST000322,1,0,0,0,0,none,0.0,0.0,1,1,0,0,0,0,1
CUST000323,1,0,1,0,0,none,0.0,0.0,1,1,0,0,0,0,1
CUST000324,1,0,1,0,1,rewards,48179.16,2992.04,1,0,0,0,0,0,1
CUST000325,1,1,0,1,0,none,0.0,0.0,1,1,0,0,1,0,0
CUST000326,1,0,0,0,0,none,0.0,0.0,1,1,1,1,1,0,1
CUST000327,1,1,1,0,0,none,0.0,0.0,1,0,0,0,0,0,0
CUST000328,1,0,0,1,0,none,0.0,0.0,1,1,0,0,0,0,0
CUST000329,1,1,1,1,0,none,0.0,0.0,1,1,0,0,0,1,0
CUST000330,1,0,0,0,0,none,0.0,0.0,1,1,0,0,0,1,1
CUST000331,0,0,1,0,0,none,0.0,0.0,1,0,0,1,1,1,0
CUST000332,1,0,1,0,0,none,0.0,0.0,1,0,0,0,0,0,0
CUST000333,0,1,1,1,0,none,0.0,0.0,1,0,0,0,0,1,1
CUST000334,0,0,0,1,0,none,0.0,0.0,1,1,0,1,0,0,0
CUST000335,1,0,0,0,0,none,0.0,0.0,1,0,0,1,0,0,0
CUST000336,1,0,1,1,0,none,0.0,0.0,1,0,0,0,0,0,0
CUST000337,1,0,0,0,0,none,0.0,0.0,1,1,1,1,1,0,1
CUST000338,1,0,0,0,0,none,0.0,0.0,1,1,0,1,0,0,1
CUST000339,1,0,0,0,0,none,0.0,0.0,1,0,1,1,0,1,0
CUST000340,1,1,1,0,0,none,0.0,0.0,0,1,0,0,0,0,0
CUST000341,0,0,0,1,0,none,0.0,0.0,1,0,0,0,0,0,1
CUST000342,1,1,0,0,0,none,0.0,0.0,1,1,0,0,0,0,1
CUST000343,1,0,0,0,0,none,0.0,0.0,1,0,0,1,0,0,1
